Away,AwayPts,Home,HomePts
71,Philadelphia 76ers,121,Atlanta Hawks,113
72,Phoenix Suns,124,Dallas Mavericks,97
73,Charlotte Hornets,119,Indiana Pacers,93
74,Houston Rockets,105,Los Angeles Lakers,99
75,Golden State Warriors,79,Utah Jazz,119
76,Boston Celtics,101,Washington Wizards,113
77,Brooklyn Nets,97,Boston Celtics,110
78,Detroit Pistons,119,Chicago Bulls,87
79,New York Knicks,110,Cleveland Cavaliers,98
80,Los Angeles Lakers,115,Los Angeles Clippers,100
81,Toronto Raptors,109,Miami Heat,116
82,Denver Nuggets,106,Minnesota Timberwolves,112
83,San Antonio Spurs,98,New Orleans Pelicans,122
84,Memphis Grizzlies,123,Oklahoma City Thunder,137
85,Washington Wizards,92,Orlando Magic,101
86,Milwaukee Bucks,95,Philadelphia 76ers,130
87,Utah Jazz,93,Portland Trail Blazers,102
88,Houston Rockets,83,Sacramento Kings,96
90,San Antonio Spurs,92,Golden State Warriors,113
91,Miami Heat,103,Philadelphia 76ers,130
92,New Orleans Pelicans,97,Portland Trail Blazers,95
93,Washington Wizards,106,Toronto Raptors,114
94,Milwaukee Bucks,107,Boston Celtics,113
95,Indiana Pacers,98,Cleveland Cavaliers,80
96,Minnesota Timberwolves,101,Houston Rockets,104
97,Utah Jazz,108,Oklahoma City Thunder,116
98,San Antonio Spurs,101,Golden State Warriors,116
99,Miami Heat,113,Philadelphia 76ers,103
100,Milwaukee Bucks,106,Boston Celtics,120
101,New Orleans Pelicans,111,Portland Trail Blazers,102
102,Washington Wizards,119,Toronto Raptors,130
103,Indiana Pacers,97,Cleveland Cavaliers,100
104,Minnesota Timberwolves,82,Houston Rockets,102
105,Utah Jazz,102,Oklahoma City Thunder,95
106,Philadelphia 76ers,128,Miami Heat,108
107,Portland Trail Blazers,102,New Orleans Pelicans,119
108,Golden State Warriors,110,San Antonio Spurs,97
109,Cleveland Cavaliers,90,Indiana Pacers,92
110,Boston Celtics,92,Milwaukee Bucks,116
111,Toronto Raptors,103,Washington Wizards,122
112,Philadelphia 76ers,106,Miami Heat,102
113,Houston Rockets,105,Minnesota Timberwolves,121
114,Portland Trail Blazers,123,New Orleans Pelicans,131
115,Oklahoma City Thunder,102,Utah Jazz,115
116,Cleveland Cavaliers,104,Indiana Pacers,100
117,Boston Celtics,102,Milwaukee Bucks,104
118,Golden State Warriors,90,San Antonio Spurs,103
119,Toronto Raptors,98,Washington Wizards,106
120,Houston Rockets,119,Minnesota Timberwolves,100
121,Oklahoma City Thunder,96,Utah Jazz,113
122,Milwaukee Bucks,87,Boston Celtics,92
123,San Antonio Spurs,91,Golden State Warriors,99
124,Miami Heat,91,Philadelphia 76ers,104
125,Indiana Pacers,95,Cleveland Cavaliers,98
126,Minnesota Timberwolves,104,Houston Rockets,122
127,Utah Jazz,99,Oklahoma City Thunder,107
128,Washington Wizards,98,Toronto Raptors,108
129,Boston Celtics,86,Milwaukee Bucks,97
130,Cleveland Cavaliers,87,Indiana Pacers,121
131,Oklahoma City Thunder,91,Utah Jazz,96
132,Toronto Raptors,102,Washington Wizards,92
133,Milwaukee Bucks,96,Boston Celtics,112
134,New Orleans Pelicans,101,Golden State Warriors,123
135,Indiana Pacers,101,Cleveland Cavaliers,105
136,Utah Jazz,96,Houston Rockets,110
137,Philadelphia 76ers,101,Boston Celtics,117
