Away,AwayPts,Home,HomePts
46,Boston Celtics,,Sacramento Kings,
47,Dallas Mavericks,,Washington Wizards,
48,Indiana Pacers,,Milwaukee Bucks,
49,Oklahoma City Thunder,,Portland Trail Blazers,
50,Detroit Pistons,,Chicago Bulls,
51,Washington Wizards,,Charlotte Hornets,
52,Denver Nuggets,,Golden State Warriors,
53,Philadelphia 76ers,,Houston Rockets,
54,Oklahoma City Thunder,,Los Angeles Clippers,
55,Utah Jazz,,Memphis Grizzlies,
56,Cleveland Cavaliers,,Miami Heat,
57,Toronto Raptors,,New Orleans Pelicans,
58,Dallas Mavericks,,Orlando Magic,
59,Brooklyn Nets,,Atlanta Hawks,
60,Boston Celtics,,Los Angeles Lakers,
61,Charlotte Hornets,,Milwaukee Bucks,
62,Washington Wizards,,Minnesota Timberwolves,
63,Sacramento Kings,,New York Knicks,
64,Phoenix Suns,,Portland Trail Blazers,
65,New Orleans Pelicans,,Atlanta Hawks,
66,Houston Rockets,,Dallas Mavericks,
67,Chicago Bulls,,Detroit Pistons,
68,Phoenix Suns,,Golden State Warriors,
69,Orlando Magic,,Memphis Grizzlies,
70,Toronto Raptors,,Miami Heat,
71,New York Knicks,,Minnesota Timberwolves,
72,Indiana Pacers,,Philadelphia 76ers,
73,Milwaukee Bucks,,San Antonio Spurs,
74,Detroit Pistons,,Brooklyn Nets,
75,Toronto Raptors,,Cleveland Cavaliers,
76,Charlotte Hornets,,Houston Rockets,
77,Boston Celtics,,Los Angeles Clippers,
78,Oklahoma City Thunder,,Utah Jazz,
79,Sacramento Kings,,Washington Wizards,
80,Los Angeles Lakers,,Chicago Bulls,
81,San Antonio Spurs,,Dallas Mavericks,
82,Minnesota Timberwolves,,Denver Nuggets,
83,New York Knicks,,Indiana Pacers,
84,Portland Trail Blazers,,Los Angeles Clippers,
85,Milwaukee Bucks,,New Orleans Pelicans,
86,Cleveland Cavaliers,,Philadelphia 76ers,
87,Memphis Grizzlies,,Atlanta Hawks,
88,Golden State Warriors,,Houston Rockets,
89,Detroit Pistons,,Miami Heat,
90,Brooklyn Nets,,Oklahoma City Thunder,
91,Utah Jazz,,Phoenix Suns,
92,Orlando Magic,,Washington Wizards,
93,Sacramento Kings,,Boston Celtics,
94,Dallas Mavericks,,Denver Nuggets,
95,Oklahoma City Thunder,,Indiana Pacers,
96,Cleveland Cavaliers,,Orlando Magic,
97,Los Angeles Lakers,,Toronto Raptors,
98,Minnesota Timberwolves,,Utah Jazz,
99,Los Angeles Lakers,,Detroit Pistons,
100,Phoenix Suns,,Houston Rockets,
101,Chicago Bulls,,Los Angeles Clippers,
102,Milwaukee Bucks,,Miami Heat,
103,Portland Trail Blazers,,New Orleans Pelicans,
104,Sacramento Kings,,Philadelphia 76ers,
105,New York Knicks,,San Antonio Spurs,
106,Charlotte Hornets,,Washington Wizards,
107,Atlanta Hawks,,Boston Celtics,
108,Cleveland Cavaliers,,Dallas Mavericks,
109,Indiana Pacers,,Denver Nuggets,
110,Phoenix Suns,,New Orleans Pelicans,
111,Golden State Warriors,,Oklahoma City Thunder,
112,Portland Trail Blazers,,San Antonio Spurs,
113,Brooklyn Nets,,Utah Jazz,
114,Memphis Grizzlies,,Washington Wizards,
115,Toronto Raptors,,Detroit Pistons,
116,Minnesota Timberwolves,,Houston Rockets,
117,Brooklyn Nets,,Los Angeles Clippers,
118,Charlotte Hornets,,Miami Heat,
119,Philadelphia 76ers,,Milwaukee Bucks,
120,Los Angeles Lakers,,New York Knicks,
121,Atlanta Hawks,,Orlando Magic,
122,Chicago Bulls,,Sacramento Kings,
123,Denver Nuggets,,Boston Celtics,
124,Detroit Pistons,,Cleveland Cavaliers,
125,New Orleans Pelicans,,Dallas Mavericks,
126,Miami Heat,,Oklahoma City Thunder,
127,Chicago Bulls,,Phoenix Suns,
128,Indiana Pacers,,Portland Trail Blazers,
129,Golden State Warriors,,San Antonio Spurs,
130,New York Knicks,,Toronto Raptors,
131,Utah Jazz,,Washington Wizards,
132,Houston Rockets,,Atlanta Hawks,
133,Philadelphia 76ers,,Charlotte Hornets,
134,Indiana Pacers,,Los Angeles Clippers,
135,Los Angeles Lakers,,Milwaukee Bucks,
136,Golden State Warriors,,Minnesota Timberwolves,
137,Brooklyn Nets,,Sacramento Kings,
138,Washington Wizards,,Chicago Bulls,
139,Milwaukee Bucks,,Cleveland Cavaliers,
140,Houston Rockets,,Memphis Grizzlies,
141,Utah Jazz,,New York Knicks,
142,Toronto Raptors,,Oklahoma City Thunder,
143,New Orleans Pelicans,,Orlando Magic,
144,Boston Celtics,,Philadelphia 76ers,
145,Dallas Mavericks,,Portland Trail Blazers,
146,Miami Heat,,San Antonio Spurs,
147,Utah Jazz,,Atlanta Hawks,
148,Minnesota Timberwolves,,Charlotte Hornets,
149,Indiana Pacers,,Golden State Warriors,
150,Detroit Pistons,,Phoenix Suns,
151,Dallas Mavericks,,Sacramento Kings,
152,Denver Nuggets,,Washington Wizards,
153,Los Angeles Clippers,,Cleveland Cavaliers,
154,San Antonio Spurs,,Houston Rockets,
155,Brooklyn Nets,,Los Angeles Lakers,
156,Miami Heat,,Milwaukee Bucks,
157,Denver Nuggets,,New York Knicks,
158,Memphis Grizzlies,,Orlando Magic,
159,Oklahoma City Thunder,,Toronto Raptors,
160,Philadelphia 76ers,,Atlanta Hawks,
161,Utah Jazz,,Chicago Bulls,
162,Boston Celtics,,Charlotte Hornets,
163,Dallas Mavericks,,Golden State Warriors,
164,Minnesota Timberwolves,,Memphis Grizzlies,
165,Detroit Pistons,,Portland Trail Blazers,
166,Phoenix Suns,,Sacramento Kings,
167,Miami Heat,,Washington Wizards,
168,San Antonio Spurs,,Boston Celtics,
169,Detroit Pistons,,Golden State Warriors,
170,Denver Nuggets,,Indiana Pacers,
171,Sacramento Kings,,Los Angeles Lakers,
172,Cleveland Cavaliers,,Milwaukee Bucks,
173,Houston Rockets,,New Orleans Pelicans,
174,Los Angeles Clippers,,New York Knicks,
175,Charlotte Hornets,,Toronto Raptors,
176,Oklahoma City Thunder,,Memphis Grizzlies,
177,Philadelphia 76ers,,Orlando Magic,
178,Brooklyn Nets,,Portland Trail Blazers,
179,Phoenix Suns,,Utah Jazz,
180,San Antonio Spurs,,Charlotte Hornets,
181,Boston Celtics,,Cleveland Cavaliers,
182,Sacramento Kings,,Dallas Mavericks,
183,Detroit Pistons,,Denver Nuggets,
184,Washington Wizards,,Los Angeles Lakers,
185,Orlando Magic,,Miami Heat,
186,Houston Rockets,,Milwaukee Bucks,
187,Los Angeles Clippers,,Minnesota Timberwolves,
188,Atlanta Hawks,,New Orleans Pelicans,
189,Chicago Bulls,,Toronto Raptors,
190,Portland Trail Blazers,,Chicago Bulls,
191,Golden State Warriors,,Memphis Grizzlies,
192,Indiana Pacers,,Oklahoma City Thunder,
193,Washington Wizards,,Phoenix Suns,
194,Los Angeles Lakers,,Utah Jazz,
195,Orlando Magic,,Detroit Pistons,
196,Denver Nuggets,,Houston Rockets,
197,Dallas Mavericks,,Miami Heat,
198,Los Angeles Clippers,,Milwaukee Bucks,
199,Sacramento Kings,,New Orleans Pelicans,
200,Toronto Raptors,,New York Knicks,
201,Brooklyn Nets,,Philadelphia 76ers,
202,Cleveland Cavaliers,,San Antonio Spurs,
203,Portland Trail Blazers,,Atlanta Hawks,
204,Indiana Pacers,,Boston Celtics,
205,Charlotte Hornets,,Los Angeles Lakers,
206,Golden State Warriors,,Minnesota Timberwolves,
207,Denver Nuggets,,Oklahoma City Thunder,
208,Washington Wizards,,Utah Jazz,
209,Boston Celtics,,Brooklyn Nets,
210,Toronto Raptors,,Chicago Bulls,
211,Portland Trail Blazers,,Detroit Pistons,
212,Sacramento Kings,,Houston Rockets,
213,Orlando Magic,,Indiana Pacers,
214,Cleveland Cavaliers,,Los Angeles Clippers,
215,Philadelphia 76ers,,Minnesota Timberwolves,
216,Miami Heat,,New York Knicks,
217,Memphis Grizzlies,,Phoenix Suns,
218,Milwaukee Bucks,,Atlanta Hawks,
219,Washington Wizards,,Denver Nuggets,
220,Charlotte Hornets,,Golden State Warriors,
221,Memphis Grizzlies,,Los Angeles Clippers,
222,Los Angeles Lakers,,New Orleans Pelicans,
223,Dallas Mavericks,,Oklahoma City Thunder,
224,Sacramento Kings,,San Antonio Spurs,
