Away,AwayPts,Home,HomePts
155,Denver Nuggets,108,Minnesota Timberwolves,111
156,Golden State Warriors,118,Orlando Magic,98
157,Phoenix Suns,115,Toronto Raptors,103
158,Los Angeles Clippers,115,Atlanta Hawks,105
159,San Antonio Spurs,112,Brooklyn Nets,86
160,Washington Wizards,109,Charlotte Hornets,99
161,Sacramento Kings,109,Detroit Pistons,104
162,New York Knicks,109,Indiana Pacers,103
163,Golden State Warriors,102,Miami Heat,105
164,Houston Rockets,114,Milwaukee Bucks,127
165,Cleveland Cavaliers,122,New Orleans Pelicans,124
166,Oklahoma City Thunder,97,Utah Jazz,95
167,Utah Jazz,93,Denver Nuggets,103
168,Chicago Bulls,100,Orlando Magic,92
169,Los Angeles Clippers,110,Philadelphia 76ers,121
170,Minnesota Timberwolves,112,Phoenix Suns,111
171,San Antonio Spurs,108,Toronto Raptors,106
172,Boston Celtics,108,Washington Wizards,123
173,Houston Rockets,109,Boston Celtics,120
174,Miami Heat,109,Brooklyn Nets,106
175,Atlanta Hawks,119,Chicago Bulls,114
176,Golden State Warriors,113,Charlotte Hornets,103
177,Sacramento Kings,116,Cleveland Cavaliers,112
178,New York Knicks,95,Dallas Mavericks,103
179,Toronto Raptors,99,Memphis Grizzlies,101
180,Philadelphia 76ers,114,Milwaukee Bucks,109
181,Oklahoma City Thunder,114,New Orleans Pelicans,105
182,Los Angeles Lakers,98,Portland Trail Blazers,105
183,Phoenix Suns,120,Denver Nuggets,127
184,Indiana Pacers,109,Minnesota Timberwolves,103
185,Dallas Mavericks,98,Oklahoma City Thunder,109
186,Los Angeles Lakers,88,Utah Jazz,96
187,Washington Wizards,112,Atlanta Hawks,86
188,Orlando Magic,98,Boston Celtics,128
189,Miami Heat,100,Chicago Bulls,88
190,Brooklyn Nets,116,Cleveland Cavaliers,124
191,Sacramento Kings,111,Indiana Pacers,115
192,San Antonio Spurs,103,New Orleans Pelicans,119
193,Charlotte Hornets,107,New York Knicks,110
194,Houston Rockets,123,Philadelphia 76ers,118
195,Memphis Grizzlies,109,Portland Trail Blazers,112
196,Milwaukee Bucks,86,Toronto Raptors,102
197,Sacramento Kings,109,Charlotte Hornets,106
198,Los Angeles Clippers,98,Golden State Warriors,144
199,Detroit Pistons,103,Miami Heat,116
200,Boston Celtics,112,Milwaukee Bucks,108
201,Brooklyn Nets,109,Minnesota Timberwolves,129
202,Denver Nuggets,123,Phoenix Suns,112
203,Memphis Grizzlies,102,Utah Jazz,95
204,New York Knicks,139,Atlanta Hawks,142
205,Philadelphia 76ers,108,Chicago Bulls,121
206,Oklahoma City Thunder,91,Cleveland Cavaliers,107
207,Houston Rockets,101,Indiana Pacers,120
208,Washington Wizards,107,New Orleans Pelicans,94
209,Golden State Warriors,113,Portland Trail Blazers,111
210,Dallas Mavericks,105,San Antonio Spurs,101
211,Orlando Magic,114,Toronto Raptors,113
212,Detroit Pistons,109,Boston Celtics,113
213,Cleveland Cavaliers,97,Dallas Mavericks,104
214,Brooklyn Nets,96,Miami Heat,104
215,Orlando Magic,105,Minnesota Timberwolves,111
216,Sacramento Kings,119,Philadelphia 76ers,122
217,Memphis Grizzlies,115,Phoenix Suns,96
218,Sacramento Kings,83,Houston Rockets,105
219,Denver Nuggets,116,Los Angeles Lakers,120
220,Charlotte Hornets,98,Portland Trail Blazers,115
221,Oklahoma City Thunder,94,San Antonio Spurs,108
222,New Orleans Pelicans,106,Toronto Raptors,108
223,New York Knicks,101,Washington Wizards,117
