Away,AwayPts,Home,HomePts
79,Charlotte Hornets,116,Oklahoma City Thunder,103
80,Washington Wizards,98,Brooklyn Nets,103
81,Atlanta Hawks,114,Cleveland Cavaliers,123
82,San Antonio Spurs,89,Dallas Mavericks,95
83,Denver Nuggets,103,Detroit Pistons,84
84,Philadelphia 76ers,118,Minnesota Timberwolves,112
85,Los Angeles Lakers,109,New York Knicks,113
86,Phoenix Suns,92,Sacramento Kings,99
87,Denver Nuggets,118,Boston Celtics,124
88,Utah Jazz,100,Chicago Bulls,103
89,Charlotte Hornets,96,Houston Rockets,108
90,Oklahoma City Thunder,100,Indiana Pacers,95
91,Portland Trail Blazers,102,Miami Heat,95
92,Milwaukee Bucks,108,New Orleans Pelicans,115
93,Los Angeles Clippers,106,Orlando Magic,95
94,Toronto Raptors,115,Phoenix Suns,109
95,Memphis Grizzlies,87,Washington Wizards,93
96,Detroit Pistons,105,Atlanta Hawks,91
97,New York Knicks,111,Brooklyn Nets,104
98,Los Angeles Lakers,112,Cleveland Cavaliers,121
99,Dallas Mavericks,97,Golden State Warriors,112
100,Sacramento Kings,96,Minnesota Timberwolves,119
101,Utah Jazz,107,Boston Celtics,95
102,Miami Heat,104,Charlotte Hornets,98
103,New Orleans Pelicans,111,Denver Nuggets,117
104,San Antonio Spurs,109,Houston Rockets,124
105,Detroit Pistons,104,Indiana Pacers,98
106,Atlanta Hawks,94,Memphis Grizzlies,96
107,Chicago Bulls,115,Milwaukee Bucks,109
108,Portland Trail Blazers,95,Orlando Magic,88
109,Oklahoma City Thunder,119,Philadelphia 76ers,117
110,Brooklyn Nets,87,Toronto Raptors,120
111,Los Angeles Clippers,91,Washington Wizards,100
112,Portland Trail Blazers,93,Charlotte Hornets,91
113,Utah Jazz,100,Cleveland Cavaliers,109
114,Milwaukee Bucks,111,Houston Rockets,115
115,Boston Celtics,102,Memphis Grizzlies,93
116,Los Angeles Clippers,85,Miami Heat,90
117,Phoenix Suns,108,Minnesota Timberwolves,106
118,Oklahoma City Thunder,96,New York Knicks,111
119,Dallas Mavericks,96,San Antonio Spurs,98
120,Indiana Pacers,109,Brooklyn Nets,97
121,Orlando Magic,110,Detroit Pistons,114
122,Sacramento Kings,93,Toronto Raptors,108
123,Cleveland Cavaliers,106,Washington Wizards,99
124,Miami Heat,104,Atlanta Hawks,110
125,Philadelphia 76ers,115,Chicago Bulls,117
126,New York Knicks,91,Charlotte Hornets,109
127,Phoenix Suns,97,Dallas Mavericks,91
128,Utah Jazz,99,Houston Rockets,120
129,Boston Celtics,112,Indiana Pacers,111
130,Golden State Warriors,116,Los Angeles Lakers,114
131,Portland Trail Blazers,107,Minnesota Timberwolves,108
132,Denver Nuggets,94,Oklahoma City Thunder,95
133,Los Angeles Clippers,91,San Antonio Spurs,109
134,Cleveland Cavaliers,116,Milwaukee Bucks,119
135,Sacramento Kings,101,Philadelphia 76ers,95
136,New Orleans Pelicans,106,Washington Wizards,116
137,Indiana Pacers,105,Atlanta Hawks,95
138,Miami Heat,90,Boston Celtics,89
139,Sacramento Kings,104,Brooklyn Nets,99
140,Orlando Magic,94,Chicago Bulls,112
141,Toronto Raptors,129,Charlotte Hornets,111
142,Detroit Pistons,93,Dallas Mavericks,110
143,Minnesota Timberwolves,112,Denver Nuggets,104
144,Memphis Grizzlies,84,Golden State Warriors,97
145,Los Angeles Lakers,122,Houston Rockets,116
146,Phoenix Suns,95,Los Angeles Clippers,108
147,Utah Jazz,79,Oklahoma City Thunder,107
148,San Antonio Spurs,93,Portland Trail Blazers,91
149,Chicago Bulls,112,Cleveland Cavaliers,115
150,Boston Celtics,93,New York Knicks,102
151,Toronto Raptors,114,Philadelphia 76ers,109
152,Memphis Grizzlies,95,Phoenix Suns,97
153,San Antonio Spurs,89,Utah Jazz,100
154,Washington Wizards,84,Brooklyn Nets,119
155,New York Knicks,101,Detroit Pistons,104
156,Los Angeles Lakers,106,Golden State Warriors,113
157,Los Angeles Clippers,128,Houston Rockets,118
158,Dallas Mavericks,101,Miami Heat,113
159,Charlotte Hornets,104,Milwaukee Bucks,109
160,Atlanta Hawks,117,Oklahoma City Thunder,120
161,New Orleans Pelicans,111,Orlando Magic,97
162,Denver Nuggets,102,Portland Trail Blazers,85
163,Dallas Mavericks,107,Atlanta Hawks,112
164,Chicago Bulls,92,Boston Celtics,117
165,Milwaukee Bucks,106,Charlotte Hornets,111
166,Denver Nuggets,96,Golden State Warriors,81
167,Brooklyn Nets,119,Indiana Pacers,123
168,Portland Trail Blazers,95,Los Angeles Lakers,92
169,Los Angeles Clippers,112,Memphis Grizzlies,115
170,New Orleans Pelicans,109,Miami Heat,94
171,Minnesota Timberwolves,115,Phoenix Suns,106
172,San Antonio Spurs,108,Sacramento Kings,99
173,Philadelphia 76ers,86,Toronto Raptors,102
174,Oklahoma City Thunder,103,Utah Jazz,89
175,Orlando Magic,103,Washington Wizards,130
176,Washington Wizards,111,Boston Celtics,103
177,Cleveland Cavaliers,92,Golden State Warriors,99
178,Minnesota Timberwolves,121,Los Angeles Lakers,104
179,Philadelphia 76ers,105,New York Knicks,98
180,Houston Rockets,107,Oklahoma City Thunder,112
181,Toronto Raptors,93,Dallas Mavericks,98
182,Utah Jazz,83,Denver Nuggets,107
183,Indiana Pacers,83,Detroit Pistons,107
184,Sacramento Kings,95,Los Angeles Clippers,122
185,Orlando Magic,89,Miami Heat,107
186,Chicago Bulls,115,Milwaukee Bucks,106
187,Memphis Grizzlies,97,Phoenix Suns,99
188,Brooklyn Nets,97,San Antonio Spurs,109
189,Washington Wizards,99,Atlanta Hawks,113
190,New York Knicks,87,Chicago Bulls,92
191,Boston Celtics,102,Charlotte Hornets,91
192,Utah Jazz,101,Golden State Warriors,126
193,Dallas Mavericks,98,Indiana Pacers,94
194,Memphis Grizzlies,109,Los Angeles Lakers,99
195,Denver Nuggets,125,Minnesota Timberwolves,128
196,Brooklyn Nets,113,New Orleans Pelicans,128
197,Toronto Raptors,107,Oklahoma City Thunder,124
198,Cleveland Cavaliers,95,Sacramento Kings,109
199,Houston Rockets,98,Boston Celtics,99
200,Minnesota Timberwolves,96,Milwaukee Bucks,102
201,Detroit Pistons,89,Orlando Magic,102
202,Philadelphia 76ers,110,Portland Trail Blazers,114
203,New York Knicks,107,San Antonio Spurs,119
204,Indiana Pacers,107,Chicago Bulls,119
205,Charlotte Hornets,111,Golden State Warriors,100
206,Los Angeles Clippers,121,Los Angeles Lakers,106
207,Brooklyn Nets,111,Miami Heat,87
208,Dallas Mavericks,128,New Orleans Pelicans,120
209,Milwaukee Bucks,97,Oklahoma City Thunder,95
210,Phoenix Suns,111,Sacramento Kings,101
211,Atlanta Hawks,98,Toronto Raptors,111
212,Houston Rockets,103,Washington Wizards,121
213,Portland Trail Blazers,89,Atlanta Hawks,104
214,Philadelphia 76ers,107,Denver Nuggets,102
215,San Antonio Spurs,79,Detroit Pistons,93
216,Memphis Grizzlies,128,Golden State Warriors,141
217,New York Knicks,105,New Orleans Pelicans,103
218,Miami Heat,117,Orlando Magic,111
219,Cleveland Cavaliers,101,Utah Jazz,104
220,Brooklyn Nets,105,Boston Celtics,108
221,Los Angeles Lakers,142,Houston Rockets,148
222,Minnesota Timberwolves,107,Indiana Pacers,90
223,Charlotte Hornets,98,Los Angeles Clippers,106
224,Dallas Mavericks,116,Oklahoma City Thunder,113
225,Philadelphia 76ers,123,Phoenix Suns,110
226,Memphis Grizzlies,114,Sacramento Kings,96
227,Chicago Bulls,110,Washington Wizards,114
