Away,AwayPts,Home,HomePts
65,San Antonio Spurs,94,Toronto Raptors,97
66,New York Knicks,85,Utah Jazz,106
67,Houston Rockets,109,Washington Wizards,103
68,Philadelphia 76ers,91,Brooklyn Nets,100
69,Los Angeles Clippers,80,Chicago Bulls,83
70,Atlanta Hawks,94,Oklahoma City Thunder,107
71,New York Knicks,97,Sacramento Kings,99
72,Golden State Warriors,124,Boston Celtics,119
73,Minnesota Timberwolves,108,Denver Nuggets,111
74,Miami Heat,83,Indiana Pacers,96
75,Charlotte Hornets,123,Memphis Grizzlies,99
76,Washington Wizards,105,New Orleans Pelicans,107
77,Cleveland Cavaliers,111,Orlando Magic,76
78,Detroit Pistons,107,Philadelphia 76ers,95
79,Portland Trail Blazers,106,Phoenix Suns,96
80,Los Angeles Lakers,87,San Antonio Spurs,109
81,Milwaukee Bucks,83,Toronto Raptors,90
82,Oklahoma City Thunder,94,Utah Jazz,90
83,San Antonio Spurs,103,Atlanta Hawks,78
84,Los Angeles Clippers,105,Brooklyn Nets,100
85,New Orleans Pelicans,94,Chicago Bulls,98
86,Boston Celtics,98,Charlotte Hornets,93
87,Washington Wizards,114,Dallas Mavericks,111
88,Indiana Pacers,96,Detroit Pistons,118
89,Los Angeles Lakers,97,Houston Rockets,126
90,Golden State Warriors,95,Milwaukee Bucks,108
91,New York Knicks,112,Portland Trail Blazers,110
92,Memphis Grizzlies,97,Miami Heat,100
93,Utah Jazz,98,Oklahoma City Thunder,104
94,Minnesota Timberwolves,101,Phoenix Suns,108
95,Philadelphia 76ers,76,Toronto Raptors,96
96,Miami Heat,100,Atlanta Hawks,88
97,Orlando Magic,105,Brooklyn Nets,82
98,Philadelphia 76ers,96,Chicago Bulls,115
99,Phoenix Suns,94,Dallas Mavericks,104
100,Houston Rockets,108,Denver Nuggets,114
101,Los Angeles Clippers,105,Detroit Pistons,103
102,Toronto Raptors,90,Indiana Pacers,106
103,Washington Wizards,95,Memphis Grizzlies,112
104,New Orleans Pelicans,101,Portland Trail Blazers,105
105,Utah Jazz,81,San Antonio Spurs,118
106,Cleveland Cavaliers,89,Boston Celtics,77
107,Milwaukee Bucks,95,Los Angeles Lakers,113
108,Denver Nuggets,112,Minnesota Timberwolves,100
109,Houston Rockets,97,Sacramento Kings,107
110,Philadelphia 76ers,106,Atlanta Hawks,127
111,Miami Heat,104,Brooklyn Nets,98
112,Memphis Grizzlies,85,Chicago Bulls,98
113,Boston Celtics,116,Detroit Pistons,119
114,Phoenix Suns,103,Golden State Warriors,128
115,Dallas Mavericks,81,Indiana Pacers,107
116,Milwaukee Bucks,90,Los Angeles Clippers,103
117,Minnesota Timberwolves,102,New York Knicks,107
118,Portland Trail Blazers,90,Oklahoma City Thunder,106
119,Charlotte Hornets,98,Orlando Magic,113
120,Washington Wizards,95,San Antonio Spurs,114
121,New Orleans Pelicans,104,Utah Jazz,94
122,Toronto Raptors,99,Charlotte Hornets,109
123,Oklahoma City Thunder,100,Cleveland Cavaliers,104
124,Houston Rockets,107,Los Angeles Lakers,87
125,Atlanta Hawks,109,Boston Celtics,101
126,Detroit Pistons,147,Chicago Bulls,144
127,Memphis Grizzlies,88,Dallas Mavericks,97
128,Milwaukee Bucks,112,Golden State Warriors,121
129,Brooklyn Nets,97,Indiana Pacers,104
130,Toronto Raptors,108,Miami Heat,94
131,Sacramento Kings,95,Minnesota Timberwolves,99
132,Portland Trail Blazers,94,Orlando Magic,102
133,New York Knicks,107,Philadelphia 76ers,97
134,New Orleans Pelicans,88,Phoenix Suns,104
135,Los Angeles Clippers,107,San Antonio Spurs,115
136,Denver Nuggets,88,Utah Jazz,97
137,Los Angeles Clippers,97,Houston Rockets,107
138,Indiana Pacers,84,Memphis Grizzlies,96
139,Chicago Bulls,91,New York Knicks,107
140,Los Angeles Lakers,78,Oklahoma City Thunder,118
141,Charlotte Hornets,101,Washington Wizards,109
142,Minnesota Timberwolves,100,Brooklyn Nets,85
143,Philadelphia 76ers,86,Cleveland Cavaliers,108
144,New Orleans Pelicans,130,Denver Nuggets,125
145,Portland Trail Blazers,109,Miami Heat,116
146,Atlanta Hawks,103,Orlando Magic,100
147,Milwaukee Bucks,101,Phoenix Suns,95
148,Sacramento Kings,104,Toronto Raptors,94
149,Portland Trail Blazers,97,Atlanta Hawks,106
150,Minnesota Timberwolves,99,Boston Celtics,113
151,Brooklyn Nets,105,Chicago Bulls,102
152,Charlotte Hornets,95,Houston Rockets,102
153,Oklahoma City Thunder,100,Los Angeles Clippers,99
154,Orlando Magic,107,New York Knicks,99
155,Indiana Pacers,92,San Antonio Spurs,106
156,Phoenix Suns,89,Utah Jazz,110
157,Sacramento Kings,99,Washington Wizards,113
158,Los Angeles Lakers,111,Denver Nuggets,107
159,Detroit Pistons,93,Miami Heat,92
160,Memphis Grizzlies,104,Philadelphia 76ers,90
161,Dallas Mavericks,99,Toronto Raptors,103
162,Detroit Pistons,100,Atlanta Hawks,107
163,Dallas Mavericks,119,Brooklyn Nets,118
164,Boston Celtics,102,Charlotte Hornets,89
165,New York Knicks,84,Cleveland Cavaliers,91
166,Utah Jazz,85,Golden State Warriors,103
167,Sacramento Kings,108,Indiana Pacers,106
168,Oklahoma City Thunder,120,Los Angeles Lakers,85
169,Philadelphia 76ers,100,Milwaukee Bucks,113
170,San Antonio Spurs,108,Minnesota Timberwolves,83
171,Portland Trail Blazers,89,New Orleans Pelicans,115
172,Houston Rockets,101,Orlando Magic,104
173,Denver Nuggets,104,Phoenix Suns,96
174,Memphis Grizzlies,91,Washington Wizards,100
175,Cleveland Cavaliers,83,Golden State Warriors,89
176,San Antonio Spurs,84,Houston Rockets,88
177,Los Angeles Clippers,94,Los Angeles Lakers,84
178,New Orleans Pelicans,88,Miami Heat,94
179,Chicago Bulls,105,Oklahoma City Thunder,96
180,New York Knicks,98,Atlanta Hawks,117
181,Washington Wizards,111,Brooklyn Nets,96
182,Memphis Grizzlies,92,Charlotte Hornets,98
183,Chicago Bulls,111,Dallas Mavericks,118
184,Boston Celtics,99,Detroit Pistons,93
185,Toronto Raptors,111,Milwaukee Bucks,90
186,Indiana Pacers,102,Minnesota Timberwolves,88
187,Houston Rockets,108,New Orleans Pelicans,110
188,Miami Heat,108,Orlando Magic,101
189,Philadelphia 76ers,111,Phoenix Suns,104
190,Cleveland Cavaliers,76,Portland Trail Blazers,105
191,Denver Nuggets,86,San Antonio Spurs,101
192,Los Angeles Clippers,109,Utah Jazz,104
193,New York Knicks,91,Boston Celtics,100
194,Los Angeles Lakers,96,Memphis Grizzlies,112
195,Denver Nuggets,112,Oklahoma City Thunder,122
196,Portland Trail Blazers,98,Sacramento Kings,94
197,Toronto Raptors,97,Chicago Bulls,104
198,Los Angeles Lakers,98,Charlotte Hornets,108
199,Milwaukee Bucks,93,Dallas Mavericks,103
200,Sacramento Kings,103,Golden State Warriors,122
201,Atlanta Hawks,87,Indiana Pacers,93
202,Brooklyn Nets,111,Miami Heat,105
203,New Orleans Pelicans,89,Orlando Magic,104
204,Cleveland Cavaliers,101,Phoenix Suns,97
205,Minnesota Timberwolves,95,San Antonio Spurs,101
206,Philadelphia 76ers,91,Utah Jazz,95
207,Los Angeles Clippers,108,Washington Wizards,91
208,Cleveland Cavaliers,93,Denver Nuggets,87
209,Atlanta Hawks,121,Houston Rockets,115
210,Miami Heat,90,Memphis Grizzlies,99
211,Detroit Pistons,96,New York Knicks,108
212,Milwaukee Bucks,123,Oklahoma City Thunder,131
213,Los Angeles Lakers,112,Boston Celtics,104
214,Indiana Pacers,100,Chicago Bulls,102
215,Los Angeles Clippers,122,Charlotte Hornets,117
216,Golden State Warriors,91,Dallas Mavericks,114
217,Utah Jazz,80,Minnesota Timberwolves,94
218,Brooklyn Nets,93,Orlando Magic,100
219,Denver Nuggets,103,Portland Trail Blazers,110
220,Philadelphia 76ers,110,Sacramento Kings,105
221,Phoenix Suns,79,San Antonio Spurs,112
222,Washington Wizards,91,Toronto Raptors,94
223,Minnesota Timberwolves,90,Detroit Pistons,115
224,Golden State Warriors,114,Houston Rockets,110
225,Milwaukee Bucks,120,Indiana Pacers,116
226,Los Angeles Clippers,95,New Orleans Pelicans,89
227,Phoenix Suns,106,Oklahoma City Thunder,110
228,Portland Trail Blazers,96,Utah Jazz,109
