Away,AwayPts,Home,HomePts
196,Miami Heat,97,New York Knicks,78
197,Detroit Pistons,87,Oklahoma City Thunder,103
198,Milwaukee Bucks,90,Orlando Magic,114
199,Golden State Warriors,135,Phoenix Suns,116
200,Minnesota Timberwolves,101,Sacramento Kings,91
201,Brooklyn Nets,88,Cleveland Cavaliers,90
202,Denver Nuggets,81,Dallas Mavericks,92
203,Sacramento Kings,101,Golden State Warriors,120
204,Los Angeles Lakers,96,Portland Trail Blazers,108
205,Atlanta Hawks,88,San Antonio Spurs,108
206,New Orleans Pelicans,87,Utah Jazz,101
207,Toronto Raptors,84,Washington Wizards,82
208,Detroit Pistons,83,Brooklyn Nets,87
209,Milwaukee Bucks,82,Charlotte Hornets,87
210,Minnesota Timberwolves,99,Los Angeles Clippers,107
211,Indiana Pacers,107,Los Angeles Lakers,103
212,Philadelphia 76ers,84,Memphis Grizzlies,92
213,Houston Rockets,116,New York Knicks,111
214,Boston Celtics,91,Orlando Magic,110
215,Phoenix Suns,107,Toronto Raptors,102
216,Oklahoma City Thunder,100,Atlanta Hawks,106
217,San Antonio Spurs,89,Chicago Bulls,92
218,Houston Rockets,105,Detroit Pistons,116
219,Portland Trail Blazers,87,Los Angeles Clippers,102
220,Boston Celtics,105,Miami Heat,95
221,Denver Nuggets,74,Milwaukee Bucks,92
222,Dallas Mavericks,98,Sacramento Kings,112
223,Golden State Warriors,106,Utah Jazz,103
